2024-01-08 13:04:24,330 INFO    MainThread:21055 [wandb_setup.py:_flush():76] Current SDK version is 0.16.1
2024-01-08 13:09:55,216 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:09:55,216 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:10:10,538 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:10:10,538 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:10:10,538 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:10:12,732 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:10:12,734 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:10:12,735 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:10:23,515 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:10:23,542 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:10:23,543 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:11:05,089 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:11:05,115 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:11:05,115 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:11:35,072 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:11:35,073 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:11:35,073 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:11:37,229 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:11:37,255 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:11:37,255 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:11:47,064 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:11:47,088 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:11:47,088 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:12:12,883 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:12:12,909 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:12:12,909 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:12:29,144 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:12:29,146 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:12:29,146 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:12:35,356 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:12:35,376 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:12:35,376 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:12:52,049 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:12:52,051 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:12:52,051 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:13:03,908 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:13:03,909 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:13:03,909 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:13:10,778 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:13:10,798 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:13:10,798 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:13:22,344 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:13:22,369 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:13:22,370 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:13:34,409 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:13:34,430 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:13:34,430 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-08 13:14:34,893 INFO    MainThread:21055 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-08 13:14:34,917 INFO    MainThread:21055 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-08 13:14:34,917 INFO    MainThread:21055 [wandb_init.py:_pause_backend():435] pausing backend
